Animal Name,labels,Image Link,Profile Link,,
Yellow & Cream pinstripe White Wall,Yellow pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003015641.754-IMG_0080-396x396c.jpeg?signature=D0C5BDFB506D714F38FB3FACFC6F889301568DE2F8A02D2F6776FEDF17AE3883 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003015641.754-IMG_0080-198x198c.jpeg?signature=B37304D5EC99714A8F313374102A968E093297A043204BA654DCB2C749457760 1x",/us/c/reptiles/lizards/crested-geckos/2624527,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003015641.754-IMG_0080-396x396c.jpeg?signature=D0C5BDFB506D714F38FB3FACFC6F889301568DE2F8A02D2F6776FEDF17AE3883 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003015641.754-IMG_0080-198x198c.jpeg?signature=B37304D5EC99714A8F313374102A968E093297A043204BA654DCB2C749457760 1x"
Yellow Phantom pinstripe,Yellow pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003014857.559-IMG_0073-396x396c.jpeg?signature=72928EAC24250CE0A22E3C01E4269D7C5CE30E2D34BB9E8DB6FCA9F082605F75 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003014857.559-IMG_0073-198x198c.jpeg?signature=E8A3C484A4AB892E16B4E48606935717C111EE3510A65F4949768FF5B263A9D5 1x",/us/c/reptiles/lizards/crested-geckos/2624525,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003014857.559-IMG_0073-396x396c.jpeg?signature=72928EAC24250CE0A22E3C01E4269D7C5CE30E2D34BB9E8DB6FCA9F082605F75 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003014857.559-IMG_0073-198x198c.jpeg?signature=E8A3C484A4AB892E16B4E48606935717C111EE3510A65F4949768FF5B263A9D5 1x"
Red & Cream pinstripe White Wall Snowflake,Red pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003014742.929-IMG_0026-396x396c.jpeg?signature=7EEF16074D3BE1292971918CB6564D7A06E126BDD4784D569A8504174A6762E1 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003014742.929-IMG_0026-198x198c.jpeg?signature=2BD216629A89B5D8506DF1EBC9C1039F55AEAE018A0810AA38F153E4D23A78C0 1x",/us/c/reptiles/lizards/crested-geckos/2624522,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003014742.929-IMG_0026-396x396c.jpeg?signature=7EEF16074D3BE1292971918CB6564D7A06E126BDD4784D569A8504174A6762E1 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003014742.929-IMG_0026-198x198c.jpeg?signature=2BD216629A89B5D8506DF1EBC9C1039F55AEAE018A0810AA38F153E4D23A78C0 1x"
White Wall pinstripe - Very Cool!!!,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/celestialexoticsus/2024/10/20241022212427.43-DSC06550-396x396c.jpeg?signature=AA06C9DD1813D48A20F89F2A9B3C5BC2692A2F9808D4E0545E6187BADC071050 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/celestialexoticsus/2024/10/20241022212427.43-DSC06550-198x198c.jpeg?signature=1A2F665FFF1FD9E41307C9DA566099A7EBF304327318DF218E7C49BE35A4F9E2 1x",/us/c/reptiles/lizards/crested-geckos/2181409,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/celestialexoticsus/2024/10/20241022212427.43-DSC06550-396x396c.jpeg?signature=AA06C9DD1813D48A20F89F2A9B3C5BC2692A2F9808D4E0545E6187BADC071050 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/celestialexoticsus/2024/10/20241022212427.43-DSC06550-198x198c.jpeg?signature=1A2F665FFF1FD9E41307C9DA566099A7EBF304327318DF218E7C49BE35A4F9E2 1x"
Yellow & Cream pinstripe White Out,Yellow pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003013935.271-IMG_0017-396x396c.jpeg?signature=B2C59F2A22090E7A47D025B5E9634636EBC085DE82F772DED4B7049600547B8D 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003013935.271-IMG_0017-198x198c.jpeg?signature=DDC20D6DB5B5725FF25F9891EC5E7CCBCAD3F7C3323BDA6023DA505CD1D709D5 1x",/us/c/reptiles/lizards/crested-geckos/2624483,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003013935.271-IMG_0017-396x396c.jpeg?signature=B2C59F2A22090E7A47D025B5E9634636EBC085DE82F772DED4B7049600547B8D 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003013935.271-IMG_0017-198x198c.jpeg?signature=DDC20D6DB5B5725FF25F9891EC5E7CCBCAD3F7C3323BDA6023DA505CD1D709D5 1x"
(F) Red Drippy pinstripe,Red pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/bertopiageckos/2024/10/20241029040043.465-IMG_1370-396x396c.jpeg?signature=16283F45A684C420044DF04FA0A6755C9B7ACCBA236F9F81E81153B5065FA2BF 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/bertopiageckos/2024/10/20241029040043.465-IMG_1370-198x198c.jpeg?signature=64554C859D2CFBA5AC7E638F2C21940AB58DF7629F793F5C9CFECB592EBCBE2A 1x",/us/c/reptiles/lizards/crested-geckos/2673131,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/bertopiageckos/2024/10/20241029040043.465-IMG_1370-396x396c.jpeg?signature=16283F45A684C420044DF04FA0A6755C9B7ACCBA236F9F81E81153B5065FA2BF 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/bertopiageckos/2024/10/20241029040043.465-IMG_1370-198x198c.jpeg?signature=64554C859D2CFBA5AC7E638F2C21940AB58DF7629F793F5C9CFECB592EBCBE2A 1x"
dark Base Tangerine pinstripe,dark pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003010527.163-IMG_0054-396x396c.jpeg?signature=137BE2F872D8875F0D1433BB7345F2D07F5F257BCAF4C7F8BD98FFCC34CFF952 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003010527.163-IMG_0054-198x198c.jpeg?signature=3F4002E5E3CFDFC2006EAC70FEB7006F53756C2573AE161DF2897E607D2ADF6F 1x",/us/c/reptiles/lizards/crested-geckos/2624384,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003010527.163-IMG_0054-396x396c.jpeg?signature=137BE2F872D8875F0D1433BB7345F2D07F5F257BCAF4C7F8BD98FFCC34CFF952 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003010527.163-IMG_0054-198x198c.jpeg?signature=3F4002E5E3CFDFC2006EAC70FEB7006F53756C2573AE161DF2897E607D2ADF6F 1x"
dark Base Cream pinstripe White Wall,dark pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003010429.859-IMG_0051-396x396c.jpeg?signature=3CF6F539D21E4C51DAD59286851E4C6C45ADAD87EC7EAB29C01B1D8BB2A3CC5E 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003010429.859-IMG_0051-198x198c.jpeg?signature=C9B791C8FB5B893175AE2F4993596996520F66B16679B890B03BBAD42D2386BD 1x",/us/c/reptiles/lizards/crested-geckos/2624383,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003010429.859-IMG_0051-396x396c.jpeg?signature=3CF6F539D21E4C51DAD59286851E4C6C45ADAD87EC7EAB29C01B1D8BB2A3CC5E 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003010429.859-IMG_0051-198x198c.jpeg?signature=C9B791C8FB5B893175AE2F4993596996520F66B16679B890B03BBAD42D2386BD 1x"
dark Base pinstripe White Out Empty Back,dark pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003010304.420-IMG_0049-396x396c.jpeg?signature=458E7B4C210BD2E6DDE4D470A7DA606D049692D5D825389A9E74D8951C70C1C5 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003010304.420-IMG_0049-198x198c.jpeg?signature=6739F71A11B6A1243B6C2EDDEFC4FECB662899C6BD654CC4FBC54C04B711FF1F 1x",/us/c/reptiles/lizards/crested-geckos/2624377,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003010304.420-IMG_0049-396x396c.jpeg?signature=458E7B4C210BD2E6DDE4D470A7DA606D049692D5D825389A9E74D8951C70C1C5 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003010304.420-IMG_0049-198x198c.jpeg?signature=6739F71A11B6A1243B6C2EDDEFC4FECB662899C6BD654CC4FBC54C04B711FF1F 1x"
Dark Base Tangerine pinstripe White Wall Empty Back,Dark pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003010159.955-IMG_0046-396x396c.jpeg?signature=8B0311584C88BE019FDAC4911DFD57A351CDD1D85E91779B36F63A0F4287B8B2 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003010159.955-IMG_0046-198x198c.jpeg?signature=AF48EF5D03D348C139652BCD4409E815A4A725776B62CEF4ACD1F2FF58E58585 1x",/us/c/reptiles/lizards/crested-geckos/2624374,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003010159.955-IMG_0046-396x396c.jpeg?signature=8B0311584C88BE019FDAC4911DFD57A351CDD1D85E91779B36F63A0F4287B8B2 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003010159.955-IMG_0046-198x198c.jpeg?signature=AF48EF5D03D348C139652BCD4409E815A4A725776B62CEF4ACD1F2FF58E58585 1x"
Cream pinstripe White Out,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003010055.712-IMG_0040-396x396c.jpeg?signature=CE6F44ACE5F7E133F26B1CA7205B2E2E50D482E4A8460D5B6660EAF4D583B910 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003010055.712-IMG_0040-198x198c.jpeg?signature=CD5AFA2A9DDE2DEF54E8B8B18191AB30202BEAE1DB156E3FCFF1992F84421901 1x",/us/c/reptiles/lizards/crested-geckos/2624371,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003010055.712-IMG_0040-396x396c.jpeg?signature=CE6F44ACE5F7E133F26B1CA7205B2E2E50D482E4A8460D5B6660EAF4D583B910 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003010055.712-IMG_0040-198x198c.jpeg?signature=CD5AFA2A9DDE2DEF54E8B8B18191AB30202BEAE1DB156E3FCFF1992F84421901 1x"
Red pinstripe Empty Back White Out Soft Scale,Red pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003005603.919-IMG_0029-396x396c.jpeg?signature=3DF01B0E8CC86BC5B2CC156C1EADC8C60EF8531DB1E5A2B4D759EADA9B5AD523 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003005603.919-IMG_0029-198x198c.jpeg?signature=87E875C3DCBD8DB39BC911C3FC61907B882132768EDB902B316DB0E3DB007222 1x",/us/c/reptiles/lizards/crested-geckos/2624355,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003005603.919-IMG_0029-396x396c.jpeg?signature=3DF01B0E8CC86BC5B2CC156C1EADC8C60EF8531DB1E5A2B4D759EADA9B5AD523 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/10/20241003005603.919-IMG_0029-198x198c.jpeg?signature=87E875C3DCBD8DB39BC911C3FC61907B882132768EDB902B316DB0E3DB007222 1x"
Orange Partial pinstripe,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/darklanterncresteds/2024/09/20240926233045.964-IMG_9436-396x396c.jpeg?signature=EAF51D8C19CB85CDE68C93694014EA7CA18191A0AD63B647181E64292B920420 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/darklanterncresteds/2024/09/20240926233045.964-IMG_9436-198x198c.jpeg?signature=A952FDFF88D8000938578DDCEA4DB2113787966C17E57BB044704ED563304395 1x",/us/c/reptiles/lizards/crested-geckos/2609734,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/darklanterncresteds/2024/09/20240926233045.964-IMG_9436-396x396c.jpeg?signature=EAF51D8C19CB85CDE68C93694014EA7CA18191A0AD63B647181E64292B920420 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/darklanterncresteds/2024/09/20240926233045.964-IMG_9436-198x198c.jpeg?signature=A952FDFF88D8000938578DDCEA4DB2113787966C17E57BB044704ED563304395 1x"
Orange Partial pinstripe,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/darklanterncresteds/2024/09/20240926232812.933-IMG_9441-396x396c.jpeg?signature=B8E1BE142CFC7EB4E0568F0BAAEAD296F5F92F9252AEFF0BADE8CB97395A35A9 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/darklanterncresteds/2024/09/20240926232812.933-IMG_9441-198x198c.jpeg?signature=E68B230CFD4D8D51D9C152E13A673959D84C42F94C3AB6743926D94C8344ADD5 1x",/us/c/reptiles/lizards/crested-geckos/2609729,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/darklanterncresteds/2024/09/20240926232812.933-IMG_9441-396x396c.jpeg?signature=B8E1BE142CFC7EB4E0568F0BAAEAD296F5F92F9252AEFF0BADE8CB97395A35A9 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/darklanterncresteds/2024/09/20240926232812.933-IMG_9441-198x198c.jpeg?signature=E68B230CFD4D8D51D9C152E13A673959D84C42F94C3AB6743926D94C8344ADD5 1x"
Crowned Yellow pinstripe White Out Soft Scale,Yellow pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/09/20240911230750.234-IMG_8831-396x396c.jpeg?signature=0FAFC9D0C8C07DF74AE8B201ED757DB18F6CEF1DBFBDD12654A34E8A8C4DFCDE 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/09/20240911230750.234-IMG_8831-198x198c.jpeg?signature=BCFF7A11F1C82E2DEFB47EDC9D65472BC75831CDBD6F55F59EBB3C69C2C51141 1x",/us/c/reptiles/lizards/crested-geckos/2572274,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/09/20240911230750.234-IMG_8831-396x396c.jpeg?signature=0FAFC9D0C8C07DF74AE8B201ED757DB18F6CEF1DBFBDD12654A34E8A8C4DFCDE 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/crittercovefl/2024/09/20240911230750.234-IMG_8831-198x198c.jpeg?signature=BCFF7A11F1C82E2DEFB47EDC9D65472BC75831CDBD6F55F59EBB3C69C2C51141 1x"
pinstripe Halloween Crested Gecko #313,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/olympianexotics/2024/08/20240830213927.439-1000023615-396x396c.jpeg?signature=090316A2E618566BC39E9400674B744C3E33FD29732030FF0459EEF8DBD8DFAC 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/olympianexotics/2024/08/20240830213927.439-1000023615-198x198c.jpeg?signature=7700FB7D3F5E2D77DCEAE9F399CDFA78AE4DE8979F81781E5487BAAF85972911 1x",/us/c/reptiles/lizards/crested-geckos/2539274,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/olympianexotics/2024/08/20240830213927.439-1000023615-396x396c.jpeg?signature=090316A2E618566BC39E9400674B744C3E33FD29732030FF0459EEF8DBD8DFAC 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/olympianexotics/2024/08/20240830213927.439-1000023615-198x198c.jpeg?signature=7700FB7D3F5E2D77DCEAE9F399CDFA78AE4DE8979F81781E5487BAAF85972911 1x"
Drippy pinstripe - Juvenile Female,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/appalachianexotics/2024/09/20240926212236.908-20240804_204452-396x396c.jpeg?signature=126354A7B65B85382AA4C81C384D27ED13651FDF0C687BDE29028F9E1C32122E 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/appalachianexotics/2024/09/20240926212236.908-20240804_204452-198x198c.jpeg?signature=AD99F2C623260AF1C3D35D645F2B5075AA0B5BCA15053132D2E7A619B8136509 1x",/us/c/reptiles/lizards/crested-geckos/2609381,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/appalachianexotics/2024/09/20240926212236.908-20240804_204452-396x396c.jpeg?signature=126354A7B65B85382AA4C81C384D27ED13651FDF0C687BDE29028F9E1C32122E 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/appalachianexotics/2024/09/20240926212236.908-20240804_204452-198x198c.jpeg?signature=AD99F2C623260AF1C3D35D645F2B5075AA0B5BCA15053132D2E7A619B8136509 1x"
50% Het Funky Partial pinstripe,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/casey72596/2024/10/20241023212507.229-DSC_0536-396x396c.jpeg?signature=4F8CE2C87AB82A6B968150A1D0E1EEF63A5CD9E8CB6D5E531B942EE605E0F681 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/casey72596/2024/10/20241023212507.229-DSC_0536-198x198c.jpeg?signature=9484ECB7CD3BFC49EA4371437B2ED31064D0AABB16AC82F3BCC35D975736C710 1x",/us/c/reptiles/lizards/crested-geckos/2672537,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/casey72596/2024/10/20241023212507.229-DSC_0536-396x396c.jpeg?signature=4F8CE2C87AB82A6B968150A1D0E1EEF63A5CD9E8CB6D5E531B942EE605E0F681 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/casey72596/2024/10/20241023212507.229-DSC_0536-198x198c.jpeg?signature=9484ECB7CD3BFC49EA4371437B2ED31064D0AABB16AC82F3BCC35D975736C710 1x"
pinstripe *Holdback Release*,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/celestialexoticsus/2024/08/20240825184430.440-DSC06028-396x396c.jpeg?signature=E6AB10F689912D4D372672AC1824A0E0DCE621719F5AED7738B02AA254431B08 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/celestialexoticsus/2024/08/20240825184430.440-DSC06028-198x198c.jpeg?signature=779C039007FA971FEA953D74541B276B903C25615F5E1627688AD3E6E7F6548F 1x",/us/c/reptiles/lizards/crested-geckos/2334537,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/celestialexoticsus/2024/08/20240825184430.440-DSC06028-396x396c.jpeg?signature=E6AB10F689912D4D372672AC1824A0E0DCE621719F5AED7738B02AA254431B08 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/celestialexoticsus/2024/08/20240825184430.440-DSC06028-198x198c.jpeg?signature=779C039007FA971FEA953D74541B276B903C25615F5E1627688AD3E6E7F6548F 1x"
Lavendar pinstripe Crested Gecko,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/bertopiageckos/2024/07/20240724031753.279-IMG_0443-396x396c.jpeg?signature=4A28EB300FCE7C2FA8E485C10784FF9096B84898796831F6B9FCD8B284704887 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/bertopiageckos/2024/07/20240724031753.279-IMG_0443-198x198c.jpeg?signature=5D7BA4F4A0A6A4D8A0F5C66F84D47E80EFF2FE59DD3E9279650FF9D2607B732B 1x",/us/c/reptiles/lizards/crested-geckos/2348437,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/bertopiageckos/2024/07/20240724031753.279-IMG_0443-396x396c.jpeg?signature=4A28EB300FCE7C2FA8E485C10784FF9096B84898796831F6B9FCD8B284704887 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/bertopiageckos/2024/07/20240724031753.279-IMG_0443-198x198c.jpeg?signature=5D7BA4F4A0A6A4D8A0F5C66F84D47E80EFF2FE59DD3E9279650FF9D2607B732B 1x"
Dark Base pinstripe,Dark pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/bertopiageckos/2024/07/20240722234317.102-IMG_0342-396x396c.jpeg?signature=722A343AC6CD791EE11EC6DC0FBC7762EBB2B4C8F86BE5528D4DB94F87BA2A8E 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/bertopiageckos/2024/07/20240722234317.102-IMG_0342-198x198c.jpeg?signature=AB6438F2F753632C161ED77003ACDBB774CE5C4DD721F518990D858ECBD41B65 1x",/us/c/reptiles/lizards/crested-geckos/2348314,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/bertopiageckos/2024/07/20240722234317.102-IMG_0342-396x396c.jpeg?signature=722A343AC6CD791EE11EC6DC0FBC7762EBB2B4C8F86BE5528D4DB94F87BA2A8E 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/bertopiageckos/2024/07/20240722234317.102-IMG_0342-198x198c.jpeg?signature=AB6438F2F753632C161ED77003ACDBB774CE5C4DD721F518990D858ECBD41B65 1x"
pinstripe,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/taylor401/2024/08/20240812192623.735-IMG_2814-396x396c.jpeg?signature=71E1389ABE49EA8570352512E5860C7987A64EC4DFD18502B0497EBFF161FC7C 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/taylor401/2024/08/20240812192623.735-IMG_2814-198x198c.jpeg?signature=7341B2F49832F2B4AB6995E59BED59956A257C68827AEC9A5497558B9EDF2BC4 1x",/us/c/reptiles/lizards/crested-geckos/2494425,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/taylor401/2024/08/20240812192623.735-IMG_2814-396x396c.jpeg?signature=71E1389ABE49EA8570352512E5860C7987A64EC4DFD18502B0497EBFF161FC7C 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/taylor401/2024/08/20240812192623.735-IMG_2814-198x198c.jpeg?signature=7341B2F49832F2B4AB6995E59BED59956A257C68827AEC9A5497558B9EDF2BC4 1x"
pinstripe,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/taylor401/2024/08/20240812192518.462-IMG_2806-396x396c.jpeg?signature=F46A7397E4AD73417BE0AEFC74D466128CBF41A7140D814D66C0AB89AFD9B903 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/taylor401/2024/08/20240812192518.462-IMG_2806-198x198c.jpeg?signature=E891675CC1779289E43BE13036151134DC9CDA7D251FAB617537B4FF9FCECBEE 1x",/us/c/reptiles/lizards/crested-geckos/2494420,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/taylor401/2024/08/20240812192518.462-IMG_2806-396x396c.jpeg?signature=F46A7397E4AD73417BE0AEFC74D466128CBF41A7140D814D66C0AB89AFD9B903 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/taylor401/2024/08/20240812192518.462-IMG_2806-198x198c.jpeg?signature=E891675CC1779289E43BE13036151134DC9CDA7D251FAB617537B4FF9FCECBEE 1x"
pinstripe,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/taylor401/2024/08/20240812192250.44-IMG_2795-396x396c.jpeg?signature=AC44B872B89BD60997F490EBF074E9BCF917EB2059C7697E5BEF4A2F12D25189 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/taylor401/2024/08/20240812192250.44-IMG_2795-198x198c.jpeg?signature=87BB7BF0E3AB1906ADA60FCD16251BFD9AA4C35BE31D15E54DD9287427E9C92E 1x",/us/c/reptiles/lizards/crested-geckos/2494411,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/taylor401/2024/08/20240812192250.44-IMG_2795-396x396c.jpeg?signature=AC44B872B89BD60997F490EBF074E9BCF917EB2059C7697E5BEF4A2F12D25189 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/taylor401/2024/08/20240812192250.44-IMG_2795-198x198c.jpeg?signature=87BB7BF0E3AB1906ADA60FCD16251BFD9AA4C35BE31D15E54DD9287427E9C92E 1x"
pinstripe,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/taylor401/2024/08/20240812192138.88-IMG_2789-396x396c.jpeg?signature=044A0882CC65F4268CD26BC64ECD6EF7A5A9186FAC09EF3D0A90ACB29D047276 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/taylor401/2024/08/20240812192138.88-IMG_2789-198x198c.jpeg?signature=BE7F841D03836F6E7136FDD1B2854DFECE8D3034FBFA827D61FD6BDCB18745D4 1x",/us/c/reptiles/lizards/crested-geckos/2494404,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/taylor401/2024/08/20240812192138.88-IMG_2789-396x396c.jpeg?signature=044A0882CC65F4268CD26BC64ECD6EF7A5A9186FAC09EF3D0A90ACB29D047276 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/taylor401/2024/08/20240812192138.88-IMG_2789-198x198c.jpeg?signature=BE7F841D03836F6E7136FDD1B2854DFECE8D3034FBFA827D61FD6BDCB18745D4 1x"
pinstripe Portholes,pinstripe,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/taylor401/2024/08/20240812191545.596-IMG_2770-396x396c.jpeg?signature=8936A90AD355CC0168233FAA0245FB36247748CC36FF8089D0716BD29C5E7449 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/taylor401/2024/08/20240812191545.596-IMG_2770-198x198c.jpeg?signature=B5BEB3880ABAFAEA26F5A53995AAC23E4BB43FA4D5AC96FC769C106EFB459A13 1x",/us/c/reptiles/lizards/crested-geckos/2494386,,"https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/taylor401/2024/08/20240812191545.596-IMG_2770-396x396c.jpeg?signature=8936A90AD355CC0168233FAA0245FB36247748CC36FF8089D0716BD29C5E7449 2x, https://d20zyr0oabjxc2.cloudfront.net/variants/media/raw_images/taylor401/2024/08/20240812191545.596-IMG_2770-198x198c.jpeg?signature=B5BEB3880ABAFAEA26F5A53995AAC23E4BB43FA4D5AC96FC769C106EFB459A13 1x"
